Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,trainacc_0,testacc_0,traintime_0,testtime_0,trainacc_1,testacc_1,traintime_1,testtime_1,trainacc_2,testacc_2,traintime_2,testtime_2,trainacc_3,testacc_3,traintime_3,testtime_3,trainacc_4,testacc_4,traintime_4,testtime_4,trainacc_5,testacc_5,traintime_5,testtime_5,mean_trainacc,mean_testacc,mean_traintime,mean_testtime
RA-CSP-RFE-LR,"[2, 1, 7, 3, 0, 0]",RA,CSP,RFE,LR,,,2,1,7,3,0,0,0.546666667,0.591111111,0.61,0.522222222,0.25148077,0.184392595,0.802666667,0.773333333,0.250583649,0.180671573,0.850666667,0.692222222,0.249038506,0.194503736,0.717333333,0.601111111,0.261496377,0.195332026,0.698,0.648888889,0.222980356,0.184663749,0.546666667,0.591111111,0.258275747,0.199428177,0.704222222,0.638148148,0.248975901,0.189831976
TLDUMMY-CSP-SVM,"[0, 1, 0, 1, 0, 0]",TLDUMMY,CSP,,SVM,,,0,1,0,1,0,0,0.594,0.606666667,0.675333333,0.531111111,0.731354809,0.155140066,0.805333333,0.76,1.166282654,0.163906169,0.893333333,0.696666667,1.201362324,0.164157343,0.792,0.6,1.036550045,0.149331141,0.804,0.633333333,1.033482289,0.148600888,0.594,0.606666667,1.228172755,0.155478668,0.760666667,0.637962963,1.066200813,0.156102379
TLDUMMY-CSP-ANOVA-K-SVM,"[0, 1, 1, 1, 0, 0]",TLDUMMY,CSP,ANOVA-K,SVM,,,0,1,1,1,0,0,0.594,0.606666667,0.675333333,0.531111111,0.246574497,0.192604327,0.805333333,0.76,0.258255625,0.195047283,0.893333333,0.696666667,0.252691579,0.185899806,0.792,0.6,0.244395065,0.182998824,0.804,0.633333333,0.254961753,0.173552632,0.594,0.606666667,0.263123322,0.191046,0.760666667,0.637962963,0.25333364,0.186858145
TLDUMMY-CSP-MIC-K-SVM,"[0, 1, 3, 1, 0, 0]",TLDUMMY,CSP,MIC-K,SVM,,,0,1,3,1,0,0,0.594,0.606666667,0.675333333,0.531111111,0.265947008,0.183201385,0.805333333,0.76,0.314118171,0.174807572,0.893333333,0.696666667,0.264662457,0.188837385,0.792,0.6,0.260693884,0.189681745,0.804,0.633333333,0.258692694,0.181763864,0.594,0.606666667,0.293877053,0.223537493,0.760666667,0.637962963,0.276331878,0.190304907
TLDUMMY-CSP-RFE-SVM,"[0, 1, 7, 1, 0, 0]",TLDUMMY,CSP,RFE,SVM,,,0,1,7,1,0,0,0.594,0.606666667,0.675333333,0.531111111,0.261185932,0.188489151,0.805333333,0.76,0.251158333,0.182495308,0.893333333,0.696666667,0.247562456,0.198103189,0.792,0.6,0.237492204,0.177007079,0.804,0.633333333,0.242788649,0.168062687,0.594,0.606666667,0.308357406,0.202780223,0.760666667,0.637962963,0.25809083,0.186156273
TLDUMMY-TS-PCA-MLP,"[0, 5, 5, 11, 0, 0]",TLDUMMY,TS,PCA,MLP,,,0,5,5,11,0,0,1,0.617777778,1,0.536666667,0.621755266,0.20018177,1,0.693333333,0.532671833,0.206038094,1,0.656666667,0.53507297,0.219185925,1,0.675555556,0.557325816,0.18938446,1,0.647777778,0.565946269,0.200112581,1,0.617777778,0.591674757,0.216509581,1,0.637962963,0.567407819,0.205235402
RA-CSP-LASSO-LR,"[2, 1, 6, 3, 0, 0]",RA,CSP,LASSO,LR,,,2,1,6,3,0,0,0.538,0.572222222,0.585333333,0.53,0.251816463,0.186553359,0.791333333,0.771111111,0.254681396,0.184040213,0.857333333,0.692222222,0.240991259,0.182375813,0.73,0.606666667,0.23822577,0.17479589,0.694666667,0.655555556,0.227013373,0.185472655,0.538,0.572222222,0.254762769,0.185082006,0.699444444,0.637962963,0.244581838,0.183053323
RA-TS-PCA-ETC,"[2, 5, 5, 7, 0, 0]",RA,TS,PCA,ETC,,,2,5,5,7,0,0,0.811333333,0.617777778,0.797333333,0.554444444,0.362351727,0.19500432,0.947333333,0.728888889,0.386537552,0.212011933,0.881333333,0.688888889,0.349160886,0.218585968,0.953333333,0.653333333,0.368061686,0.215081906,0.831333333,0.584444444,0.351878238,0.206803012,0.811333333,0.617777778,0.455352402,0.278429818,0.870333333,0.637962963,0.378890415,0.22098616
RA-ABC-TS-GLM,"[2, 0, 0, 0, 7, 0]",RA,,,,ABC-TS-GLM,,2,0,0,0,7,0,0.630666667,0.626666667,0.772,0.573333333,19.80102971,1.16436677,0.887333333,0.687777778,19.69503627,1.162609458,0.851333333,0.618888889,18.49484549,1.151725221,0.865333333,0.66,12.18994086,0.688074636,0.865333333,0.66,12.18994086,0.688074636,0.630666667,0.626666667,17.49733434,1.124791765,0.812,0.637777778,16.64468792,0.996607081
RA-ABC-TS-LR,"[2, 0, 0, 0, 6, 0]",RA,,,,ABC-TS-LR,,2,0,0,0,6,0,0.630666667,0.626666667,0.772,0.573333333,19.31636081,1.159835052,0.887333333,0.687777778,17.97722261,1.240398121,0.851333333,0.618888889,18.65037684,1.131558776,0.865333333,0.66,12.2214968,0.672038341,0.865333333,0.66,12.2214968,0.672038341,0.630666667,0.626666667,17.50016382,1.122780395,0.812,0.637777778,16.31451961,0.999774837
TLDUMMY-CSP-LDA,"[0, 1, 0, 2, 0, 0]",TLDUMMY,CSP,,LDA,,,0,1,0,2,0,0,0.583333333,0.606666667,0.678666667,0.516666667,0.410097098,0.168585062,0.796,0.755555556,1.03415966,0.168771839,0.891333333,0.703333333,0.60066998,0.161506271,0.796,0.605555556,0.798490262,0.130572319,0.808,0.638888889,0.610489988,0.166932702,0.583333333,0.606666667,0.767922735,0.173135257,0.758888889,0.637777778,0.703638287,0.161583908
TLDUMMY-CSP-ANOVA-K-LDA,"[0, 1, 1, 2, 0, 0]",TLDUMMY,CSP,ANOVA-K,LDA,,,0,1,1,2,0,0,0.583333333,0.606666667,0.678666667,0.516666667,0.240571117,0.195860839,0.796,0.755555556,0.248382759,0.188090205,0.891333333,0.703333333,0.241991234,0.188672638,0.796,0.605555556,0.224418044,0.187260461,0.808,0.638888889,0.225872493,0.17129221,0.583333333,0.606666667,0.258804917,0.20022099,0.758888889,0.637777778,0.240006761,0.188566224
TLDUMMY-CSP-MIC-K-LDA,"[0, 1, 3, 2, 0, 0]",TLDUMMY,CSP,MIC-K,LDA,,,0,1,3,2,0,0,0.583333333,0.606666667,0.678666667,0.516666667,0.240933466,0.193416691,0.796,0.755555556,0.251745462,0.180860758,0.891333333,0.703333333,0.238508606,0.191517019,0.796,0.605555556,0.23141346,0.180230021,0.808,0.638888889,0.236855912,0.179220915,0.583333333,0.606666667,0.24554441,0.185524607,0.758888889,0.637777778,0.240833553,0.185128335
TLDUMMY-CSP-RFE-LDA,"[0, 1, 7, 2, 0, 0]",TLDUMMY,CSP,RFE,LDA,,,0,1,7,2,0,0,0.583333333,0.606666667,0.678666667,0.516666667,0.236808157,0.188742781,0.796,0.755555556,0.251924849,0.171853065,0.891333333,0.703333333,0.243956041,0.191525578,0.796,0.605555556,0.242261767,0.199964738,0.808,0.638888889,0.226115799,0.182254839,0.583333333,0.606666667,0.246499872,0.186191368,0.758888889,0.637777778,0.241261081,0.186755395
RA-CSP-MLP,"[2, 1, 0, 11, 0, 0]",RA,CSP,,MLP,,,2,1,0,11,0,0,0.578666667,0.545555556,0.618,0.535555556,1.32772491,0.252953625,0.818,0.772222222,0.559011745,0.153339601,0.876,0.693333333,0.516410565,0.185447788,0.725333333,0.61,0.618823242,0.164008188,0.702666667,0.67,0.518088269,0.161227012,0.578666667,0.545555556,0.881710696,0.193770957,0.719777778,0.637777778,0.736961571,0.185124528
TLDUMMY-TS-MIC-P-LR,"[0, 5, 4, 3, 0, 0]",TLDUMMY,TS,MIC-P,LR,,,0,5,4,3,0,0,0.828666667,0.606666667,0.878,0.545555556,0.255206418,0.203092599,0.93,0.725555556,0.246308494,0.204324961,0.928,0.618888889,0.237913966,0.203646326,0.921333333,0.695555556,0.243222499,0.18862133,0.919333333,0.632222222,0.22432754,0.199849081,0.828666667,0.606666667,0.265289712,0.219249082,0.900888889,0.637407407,0.245378105,0.203130563
TLDUMMY-CSP-LR,"[0, 1, 0, 3, 0, 0]",TLDUMMY,CSP,,LR,,,0,1,0,3,0,0,0.584,0.602222222,0.678666667,0.533333333,0.242682934,0.197264051,0.806,0.765555556,0.453324771,0.172543049,0.892666667,0.697777778,0.456489015,0.198586607,0.784666667,0.593333333,0.40974474,0.168650913,0.790666667,0.627777778,0.416226053,0.177885962,0.584,0.602222222,0.462303543,0.209972072,0.756111111,0.636666667,0.406795176,0.187483776
TLDUMMY-CSP-ANOVA-K-LR,"[0, 1, 1, 3, 0, 0]",TLDUMMY,CSP,ANOVA-K,LR,,,0,1,1,3,0,0,0.584,0.602222222,0.678666667,0.533333333,0.248805976,0.186024332,0.806,0.765555556,0.240075326,0.18139708,0.892666667,0.697777778,0.248550248,0.201121926,0.784666667,0.593333333,0.236090374,0.1778651,0.790666667,0.627777778,0.25754838,0.170693231,0.584,0.602222222,0.260345721,0.203218532,0.756111111,0.636666667,0.248569338,0.186720033
TLDUMMY-CSP-MIC-K-LR,"[0, 1, 3, 3, 0, 0]",TLDUMMY,CSP,MIC-K,LR,,,0,1,3,3,0,0,0.584,0.602222222,0.678666667,0.533333333,0.246920109,0.192161274,0.806,0.765555556,0.242238522,0.175020289,0.892666667,0.697777778,0.238297915,0.196021032,0.784666667,0.593333333,0.242665219,0.183368134,0.790666667,0.627777778,0.228216553,0.176922202,0.584,0.602222222,0.26890049,0.226832819,0.756111111,0.636666667,0.244539801,0.191720959
TLDUMMY-CSP-LASSO-SVM,"[0, 1, 6, 1, 0, 0]",TLDUMMY,CSP,LASSO,SVM,,,0,1,6,1,0,0,0.584666667,0.585555556,0.658,0.526666667,0.241671419,0.175515079,0.798,0.77,0.261026454,0.191209078,0.892666667,0.701111111,0.234988713,0.174359918,0.792,0.595555556,0.240095162,0.165707016,0.802,0.641111111,0.242013741,0.182418275,0.584666667,0.585555556,0.254920363,0.177954483,0.754555556,0.636666667,0.245785975,0.177860641
TLDUMMY-CSP-RFE-LR,"[0, 1, 7, 3, 0, 0]",TLDUMMY,CSP,RFE,LR,,,0,1,7,3,0,0,0.584,0.602222222,0.678666667,0.533333333,0.248130178,0.183998609,0.806,0.765555556,0.267629552,0.19600184,0.892666667,0.697777778,0.246013856,0.188781166,0.784666667,0.593333333,0.235662436,0.182949424,0.790666667,0.627777778,0.223858738,0.177862024,0.584,0.602222222,0.253350091,0.202142286,0.756111111,0.636666667,0.245774142,0.188622558
EA-CSP-LASSO-SVM,"[1, 1, 6, 1, 0, 0]",EA,CSP,LASSO,SVM,,,1,1,6,1,0,0,0.552,0.56,0.570666667,0.492222222,0.240284491,0.182727432,0.780666667,0.77,0.265028,0.180708051,0.864,0.721111111,0.248081613,0.182840538,0.726,0.614444444,0.245630121,0.177439404,0.706,0.662222222,0.222283864,0.180183601,0.552,0.56,0.261605477,0.177410126,0.699888889,0.636666667,0.247152261,0.180218192
RA-CSP-PCA-LDA,"[2, 1, 5, 2, 0, 0]",RA,CSP,PCA,LDA,,,2,1,5,2,0,0,0.538,0.527777778,0.584666667,0.533333333,0.242743587,0.178084159,0.781333333,0.774444444,0.248179102,0.183428979,0.868666667,0.732222222,0.238283825,0.173623538,0.72,0.607777778,0.234823942,0.186385179,0.714,0.643333333,0.224455452,0.188747835,0.538,0.527777778,0.325726914,0.232068896,0.701111111,0.636481481,0.252368804,0.190389764
RA-TS-MIC-P-LDA,"[2, 5, 4, 2, 0, 0]",RA,TS,MIC-P,LDA,,,2,5,4,2,0,0,0.684666667,0.601111111,0.852666667,0.54,0.246494889,0.196200514,0.882666667,0.724444444,0.254649901,0.210830617,0.854,0.664444444,0.251507473,0.212158084,0.865333333,0.687777778,0.249146414,0.192093396,0.694,0.6,0.235178566,0.197923493,0.684666667,0.601111111,0.303746486,0.215967393,0.805555556,0.636296296,0.256787288,0.204195583
TLDUMMY-TS-PCA-ETC,"[0, 5, 5, 7, 0, 0]",TLDUMMY,TS,PCA,ETC,,,0,5,5,7,0,0,1,0.622222222,1,0.53,0.372697449,0.225233126,1,0.715555556,0.402545452,0.205056024,1,0.688888889,0.358329582,0.214404368,1,0.653333333,0.353622437,0.208804178,1,0.606666667,0.367174935,0.205408168,1,0.622222222,0.38345356,0.206745052,1,0.636111111,0.372970569,0.210941819
EA-TS-MIC-P-MLP,"[1, 5, 4, 11, 0, 0]",EA,TS,MIC-P,MLP,,,1,5,4,11,0,0,0.760666667,0.584444444,0.792666667,0.524444444,0.675430322,0.234778976,0.952,0.731111111,0.594103146,0.186250877,0.862,0.657777778,0.610458755,0.216151118,0.925333333,0.697777778,0.690582585,0.205371737,0.744666667,0.621111111,0.644632649,0.206404209,0.760666667,0.584444444,0.77724514,0.22407589,0.839555556,0.636111111,0.665408766,0.212172135
RA-CSP-ANOVA-P-KNN,"[2, 1, 2, 4, 0, 0]",RA,CSP,ANOVA-P,KNN,,,2,1,2,4,0,0,0.546,0.531111111,0.590666667,0.504444444,0.265143156,0.213370633,0.804,0.794444444,0.242535996,0.193776393,0.845333333,0.744444444,0.252490139,0.203940773,0.67,0.59,0.237879705,0.19382863,0.636,0.652222222,0.228616953,0.190887976,0.546,0.531111111,0.256270075,0.19688344,0.682,0.636111111,0.247156004,0.198781308
RA-CSP-PCA-SVM,"[2, 1, 5, 1, 0, 0]",RA,CSP,PCA,SVM,,,2,1,5,1,0,0,0.539333333,0.533333333,0.57,0.542222222,0.254350948,0.175807381,0.782666667,0.784444444,0.252994227,0.193420839,0.867333333,0.715555556,0.245312572,0.191095424,0.7,0.598888889,0.23382957,0.182868242,0.700666667,0.642222222,0.246514893,0.185194945,0.539333333,0.533333333,0.28689127,0.204664779,0.693333333,0.636111111,0.25331558,0.188841935
EA-CSP-PCA-GNB,"[1, 1, 5, 10, 0, 0]",EA,CSP,PCA,GNB,,,1,1,5,10,0,0,0.530666667,0.525555556,0.560666667,0.542222222,0.237174654,0.187029743,0.778666667,0.788888889,0.240314913,0.189908314,0.844,0.702222222,0.2434659,0.192203283,0.670666667,0.603333333,0.233873749,0.192893028,0.717333333,0.653333333,0.224326539,0.185709953,0.530666667,0.525555556,0.264042926,0.189314818,0.683666667,0.635925926,0.240533113,0.189509857
